,0
1070,1980.0
1071,1981.0
1072,1981.0
1073,1981.0
1074,1981.0
1075,1981.0
1076,1981.0
1077,1981.0
1078,1981.0
1079,1981.0
1080,1981.0
1081,1981.0
1082,1981.0
1083,1981.0
1084,1981.0
1085,1981.0
1086,1981.0
1087,1981.0
1088,1981.0
1089,1981.0
1090,1981.0
1091,1981.0
1092,1981.0
1093,1981.0
1094,1981.0
1095,1981.0
1096,1981.0
1097,1981.0
1098,1981.0
1099,1981.0
1100,1981.0
1101,1981.0
1102,1981.0
1103,1981.0
1104,1981.0
1105,1981.0
1106,1981.0
1107,1981.0
1108,1981.0
1109,1981.0
1110,1981.0
1111,1981.0
1112,1981.0
1113,1981.0
1114,1981.0
1115,1981.0
1116,1981.0
1117,1981.0
1118,1981.0
1119,1981.0
1120,1981.0
1121,1981.0
1122,1982.0
1123,1982.0
1124,1982.0
1125,1982.0
1126,1982.0
1127,1982.0
1128,1982.0
1129,1982.0
1130,1982.0
1131,1982.0
1132,1982.0
1133,1982.0
1134,1982.0
1135,1982.0
1136,1982.0
1137,1982.0
1138,1982.0
1139,1982.0
1140,1982.0
1141,1982.0
1142,1982.0
1143,1982.0
1144,1982.0
1145,1982.0
1146,1982.0
1147,1982.0
1148,1982.0
1149,1982.0
1150,1982.0
1151,1982.0
1152,1982.0
1153,1982.0
1154,1982.0
1155,1982.0
1156,1982.0
1157,1982.0
1158,1982.0
1159,1982.0
1160,1982.0
1161,1982.0
1162,1982.0
1163,1982.0
1164,1982.0
1165,1982.0
1166,1982.0
1167,1982.0
1168,1982.0
1169,1982.0
1170,1982.0
1171,1982.0
1172,1982.0
1173,1983.0
1174,1983.0
1175,1983.0
1176,1983.0
1177,1983.0
1178,1983.0
1179,1983.0
1180,1983.0
1181,1983.0
1182,1983.0
1183,1983.0
1184,1983.0
1185,1983.0
1186,1983.0
1187,1983.0
1188,1983.0
1189,1983.0
1190,1983.0
1191,1983.0
1192,1983.0
1193,1983.0
1194,1983.0
1195,1983.0
1196,1983.0
1197,1983.0
1198,1983.0
1199,1983.0
1200,1983.0
1201,1983.0
1202,1983.0
1203,1983.0
1204,1983.0
1205,1983.0
1206,1983.0
1207,1983.0
1208,1983.0
1209,1983.0
1210,1983.0
1211,1983.0
1212,1983.0
1213,1983.0
1214,1983.0
1215,1983.0
1216,1983.0
1217,1983.0
1218,1983.0
1219,1983.0
1220,1983.0
1221,1983.0
1222,1983.0
1223,1983.0
1224,1984.0
1225,1984.0
1226,1984.0
1227,1984.0
1228,1984.0
1229,1984.0
1230,1984.0
1231,1984.0
1232,1984.0
1233,1984.0
1234,1984.0
1235,1984.0
1236,1984.0
1237,1984.0
1238,1984.0
1239,1984.0
1240,1984.0
1241,1984.0
1242,1984.0
1243,1984.0
1244,1984.0
1245,1984.0
1246,1984.0
1247,1984.0
1248,1984.0
1249,1984.0
1250,1984.0
1251,1984.0
1252,1984.0
1253,1984.0
1254,1984.0
1255,1984.0
1256,1984.0
1257,1984.0
1258,1984.0
1259,1984.0
1260,1984.0
1261,1984.0
1262,1984.0
1263,1984.0
1264,1984.0
1265,1984.0
1266,1984.0
1267,1984.0
1268,1984.0
1269,1984.0
1270,1984.0
1271,1984.0
1272,1984.0
1273,1984.0
1274,1984.0
1275,1985.0
1276,1985.0
1277,1985.0
1278,1985.0
1279,1985.0
1280,1985.0
1281,1985.0
1282,1985.0
1283,1985.0
1284,1985.0
1285,1985.0
1286,1985.0
1287,1985.0
1288,1985.0
1289,1985.0
1290,1985.0
1291,1985.0
1292,1985.0
1293,1985.0
1294,1985.0
1295,1985.0
1296,1985.0
1297,1985.0
1298,1985.0
1299,1985.0
1300,1985.0
1301,1985.0
1302,1985.0
1303,1985.0
1304,1985.0
1305,1985.0
1306,1985.0
1307,1985.0
1308,1985.0
1309,1985.0
1310,1985.0
1311,1985.0
1312,1985.0
1313,1985.0
1314,1985.0
1315,1985.0
1316,1985.0
1317,1985.0
1318,1985.0
1319,1985.0
1320,1985.0
1321,1985.0
1322,1985.0
1323,1985.0
1324,1985.0
1325,1985.0
1326,1986.0
1327,1986.0
1328,1986.0
1329,1986.0
1330,1986.0
1331,1986.0
1332,1986.0
1333,1986.0
1334,1986.0
1335,1986.0
1336,1986.0
1337,1986.0
1338,1986.0
1339,1986.0
1340,1986.0
1341,1986.0
1342,1986.0
1343,1986.0
1344,1986.0
1345,1986.0
1346,1986.0
1347,1986.0
1348,1986.0
1349,1986.0
1350,1986.0
1351,1986.0
1352,1986.0
1353,1986.0
1354,1986.0
1355,1986.0
1356,1986.0
1357,1986.0
1358,1986.0
1359,1986.0
1360,1986.0
1361,1986.0
1362,1986.0
1363,1986.0
1364,1986.0
1365,1986.0
1366,1986.0
1367,1986.0
1368,1986.0
1369,1986.0
1370,1986.0
1371,1986.0
1372,1986.0
1373,1986.0
1374,1986.0
1375,1986.0
1376,1986.0
1377,1987.0
1378,1987.0
1379,1987.0
1380,1987.0
1381,1987.0
1382,1987.0
1383,1987.0
1384,1987.0
1385,1987.0
1386,1987.0
1387,1987.0
1388,1987.0
1389,1987.0
1390,1987.0
1391,1987.0
1392,1987.0
1393,1987.0
1394,1987.0
1395,1987.0
1396,1987.0
1397,1987.0
1398,1987.0
1399,1987.0
1400,1987.0
1401,1987.0
1402,1987.0
1403,1987.0
1404,1987.0
1405,1987.0
1406,1987.0
1407,1987.0
1408,1987.0
1409,1987.0
1410,1987.0
1411,1987.0
1412,1987.0
1413,1987.0
1414,1987.0
1415,1987.0
1416,1987.0
1417,1987.0
1418,1987.0
1419,1987.0
1420,1987.0
1421,1987.0
1422,1987.0
1423,1987.0
1424,1987.0
1425,1987.0
1426,1987.0
1427,1987.0
1428,1988.0
1429,1988.0
1430,1988.0
1431,1988.0
1432,1988.0
1433,1988.0
1434,1988.0
1435,1988.0
1436,1988.0
1437,1988.0
1438,1988.0
1439,1988.0
1440,1988.0
1441,1988.0
1442,1988.0
1443,1988.0
1444,1988.0
1445,1988.0
1446,1988.0
1447,1988.0
1448,1988.0
1449,1988.0
1450,1988.0
1451,1988.0
1452,1988.0
1453,1988.0
1454,1988.0
1455,1988.0
1456,1988.0
1457,1988.0
1458,1988.0
1459,1988.0
1460,1988.0
1461,1988.0
1462,1988.0
1463,1988.0
1464,1988.0
1465,1988.0
1466,1988.0
1467,1988.0
1468,1988.0
1469,1988.0
1470,1988.0
1471,1988.0
1472,1988.0
1473,1988.0
1474,1988.0
1475,1988.0
1476,1988.0
1477,1988.0
1478,1988.0
1479,1989.0
1480,1989.0
1481,1989.0
1482,1989.0
1483,1989.0
1484,1989.0
1485,1989.0
1486,1989.0
1487,1989.0
1488,1989.0
1489,1989.0
1490,1989.0
1491,1989.0
1492,1989.0
1493,1989.0
1494,1989.0
1495,1989.0
1496,1989.0
1497,1989.0
1498,1989.0
1499,1989.0
1500,1989.0
1501,1989.0
1502,1989.0
1503,1989.0
1504,1989.0
1505,1989.0
1506,1989.0
1507,1989.0
1508,1989.0
1509,1989.0
1510,1989.0
1511,1989.0
1512,1989.0
1513,1989.0
1514,1989.0
1515,1989.0
1516,1989.0
1517,1989.0
1518,1989.0
1519,1989.0
1520,1989.0
1521,1989.0
1522,1989.0
1523,1989.0
1524,1989.0
1525,1989.0
1526,1989.0
1527,1989.0
1528,1989.0
1529,1989.0
1530,1990.0
1531,1990.0
1532,1990.0
1533,1990.0
1534,1990.0
1535,1990.0
1536,1990.0
1537,1990.0
1538,1990.0
1539,1990.0
1540,1990.0
1541,1990.0
1542,1990.0
1543,1990.0
1544,1990.0
1545,1990.0
1546,1990.0
1547,1990.0
1548,1990.0
1549,1990.0
1550,1990.0
1551,1990.0
1552,1990.0
1553,1990.0
1554,1990.0
1555,1990.0
1556,1990.0
1557,1990.0
1558,1990.0
1559,1990.0
1560,1990.0
1561,1990.0
1562,1990.0
1563,1990.0
1564,1990.0
1565,1990.0
1566,1990.0
1567,1990.0
1568,1990.0
1569,1990.0
1570,1990.0
1571,1990.0
1572,1990.0
1573,1990.0
1574,1990.0
1575,1990.0
1576,1990.0
1577,1990.0
1578,1990.0
1579,1990.0
1580,1990.0
1581,1991.0
1582,1991.0
1583,1991.0
1584,1991.0
1585,1991.0
1586,1991.0
1587,1991.0
1588,1991.0
1589,1991.0
1590,1991.0
1591,1991.0
1592,1991.0
1593,1991.0
1594,1991.0
1595,1991.0
1596,1991.0
1597,1991.0
1598,1991.0
1599,1991.0
1600,1991.0
1601,1991.0
1602,1991.0
1603,1991.0
1604,1991.0
1605,1991.0
1606,1991.0
1607,1991.0
1608,1991.0
1609,1991.0
1610,1991.0
1611,1991.0
1612,1991.0
1613,1991.0
1614,1991.0
1615,1991.0
1616,1991.0
1617,1991.0
1618,1991.0
1619,1991.0
1620,1991.0
1621,1991.0
1622,1991.0
1623,1991.0
1624,1991.0
1625,1991.0
1626,1991.0
1627,1991.0
1628,1991.0
1629,1991.0
1630,1991.0
1631,1991.0
1632,1992.0
1633,1992.0
1634,1992.0
1635,1992.0
1636,1992.0
1637,1992.0
1638,1992.0
1639,1992.0
1640,1992.0
1641,1992.0
1642,1992.0
1643,1992.0
1644,1992.0
1645,1992.0
1646,1992.0
1647,1992.0
1648,1992.0
1649,1992.0
1650,1992.0
1651,1992.0
1652,1992.0
1653,1992.0
1654,1992.0
1655,1992.0
1656,1992.0
1657,1992.0
1658,1992.0
1659,1992.0
1660,1992.0
1661,1992.0
1662,1992.0
1663,1992.0
1664,1992.0
1665,1992.0
1666,1992.0
1667,1992.0
1668,1992.0
1669,1992.0
1670,1992.0
1671,1992.0
1672,1992.0
1673,1992.0
1674,1992.0
1675,1992.0
1676,1992.0
1677,1992.0
1678,1992.0
1679,1992.0
1680,1992.0
1681,1992.0
1682,1992.0
1683,1993.0
1684,1993.0
1685,1993.0
1686,1993.0
1687,1993.0
1688,1993.0
1689,1993.0
1690,1993.0
1691,1993.0
1692,1993.0
1693,1993.0
1694,1993.0
1695,1993.0
1696,1993.0
1697,1993.0
1698,1993.0
1699,1993.0
1700,1993.0
1701,1993.0
1702,1993.0
1703,1993.0
1704,1993.0
1705,1993.0
1706,1993.0
1707,1993.0
1708,1993.0
1709,1993.0
1710,1993.0
1711,1993.0
1712,1993.0
1713,1993.0
1714,1993.0
1715,1993.0
1716,1993.0
1717,1993.0
1718,1993.0
1719,1993.0
1720,1993.0
1721,1993.0
1722,1993.0
1723,1993.0
1724,1993.0
1725,1993.0
1726,1993.0
1727,1993.0
1728,1993.0
1729,1993.0
1730,1993.0
1731,1993.0
1732,1993.0
1733,1993.0
1734,1994.0
1735,1994.0
1736,1994.0
1737,1994.0
1738,1994.0
1739,1994.0
1740,1994.0
1741,1994.0
1742,1994.0
1743,1994.0
1744,1994.0
1745,1994.0
1746,1994.0
1747,1994.0
1748,1994.0
1749,1994.0
1750,1994.0
1751,1994.0
1752,1994.0
1753,1994.0
1754,1994.0
1755,1994.0
1756,1994.0
1757,1994.0
1758,1994.0
1759,1994.0
1760,1994.0
1761,1994.0
1762,1994.0
1763,1994.0
1764,1994.0
1765,1994.0
1766,1994.0
1767,1994.0
1768,1994.0
1769,1994.0
1770,1994.0
1771,1994.0
1772,1994.0
1773,1994.0
1774,1994.0
1775,1994.0
1776,1994.0
1777,1994.0
1778,1994.0
1779,1994.0
1780,1994.0
1781,1994.0
1782,1994.0
1783,1994.0
1784,1994.0
1785,1995.0
1786,1995.0
1787,1995.0
1788,1995.0
1789,1995.0
1790,1995.0
1791,1995.0
1792,1995.0
1793,1995.0
1794,1995.0
1795,1995.0
1796,1995.0
1797,1995.0
1798,1995.0
1799,1995.0
1800,1995.0
1801,1995.0
1802,1995.0
1803,1995.0
1804,1995.0
1805,1995.0
1806,1995.0
1807,1995.0
1808,1995.0
1809,1995.0
1810,1995.0
1811,1995.0
1812,1995.0
1813,1995.0
1814,1995.0
1815,1995.0
1816,1995.0
1817,1995.0
1818,1995.0
1819,1995.0
1820,1995.0
1821,1995.0
1822,1995.0
1823,1995.0
1824,1995.0
1825,1995.0
1826,1995.0
1827,1995.0
1828,1995.0
1829,1995.0
1830,1995.0
1831,1995.0
1832,1995.0
1833,1995.0
1834,1995.0
1835,1995.0
1836,1996.0
1837,1996.0
1838,1996.0
1839,1996.0
1840,1996.0
1841,1996.0
1842,1996.0
1843,1996.0
1844,1996.0
1845,1996.0
1846,1996.0
1847,1996.0
1848,1996.0
1849,1996.0
1850,1996.0
1851,1996.0
1852,1996.0
1853,1996.0
1854,1996.0
1855,1996.0
1856,1996.0
1857,1996.0
1858,1996.0
1859,1996.0
1860,1996.0
1861,1996.0
1862,1996.0
1863,1996.0
1864,1996.0
1865,1996.0
1866,1996.0
1867,1996.0
1868,1996.0
1869,1996.0
1870,1996.0
1871,1996.0
1872,1996.0
