,0
0,1960.0
1,1960.0
2,1960.0
3,1960.0
4,1960.0
5,1960.0
6,1960.0
7,1960.0
8,1960.0
9,1960.0
10,1960.0
11,1960.0
12,1960.0
13,1960.0
14,1960.0
15,1960.0
16,1960.0
17,1960.0
18,1960.0
19,1960.0
20,1960.0
21,1960.0
22,1960.0
23,1960.0
24,1960.0
25,1960.0
26,1960.0
27,1960.0
28,1960.0
29,1960.0
30,1960.0
31,1960.0
32,1960.0
33,1960.0
34,1960.0
35,1960.0
36,1960.0
37,1960.0
38,1960.0
39,1960.0
40,1960.0
41,1960.0
42,1960.0
43,1960.0
44,1960.0
45,1960.0
46,1960.0
47,1960.0
48,1960.0
49,1960.0
50,1960.0
51,1961.0
52,1961.0
53,1961.0
54,1961.0
55,1961.0
56,1961.0
57,1961.0
58,1961.0
59,1961.0
60,1961.0
61,1961.0
62,1961.0
63,1961.0
64,1961.0
65,1961.0
66,1961.0
67,1961.0
68,1961.0
69,1961.0
70,1961.0
71,1961.0
72,1961.0
73,1961.0
74,1961.0
75,1961.0
76,1961.0
77,1961.0
78,1961.0
79,1961.0
80,1961.0
81,1961.0
82,1961.0
83,1961.0
84,1961.0
85,1961.0
86,1961.0
87,1961.0
88,1961.0
89,1961.0
90,1961.0
91,1961.0
92,1961.0
93,1961.0
94,1961.0
95,1961.0
96,1961.0
97,1961.0
98,1961.0
99,1961.0
100,1961.0
101,1961.0
102,1962.0
103,1962.0
104,1962.0
105,1962.0
106,1962.0
107,1962.0
108,1962.0
109,1962.0
110,1962.0
111,1962.0
112,1962.0
113,1962.0
114,1962.0
115,1962.0
116,1962.0
117,1962.0
118,1962.0
119,1962.0
120,1962.0
121,1962.0
122,1962.0
123,1962.0
124,1962.0
125,1962.0
126,1962.0
127,1962.0
128,1962.0
129,1962.0
130,1962.0
131,1962.0
132,1962.0
133,1962.0
134,1962.0
135,1962.0
136,1962.0
137,1962.0
138,1962.0
139,1962.0
140,1962.0
141,1962.0
142,1962.0
143,1962.0
144,1962.0
145,1962.0
146,1962.0
147,1962.0
148,1962.0
149,1962.0
150,1962.0
151,1962.0
152,1962.0
153,1963.0
154,1963.0
155,1963.0
156,1963.0
157,1963.0
158,1963.0
159,1963.0
160,1963.0
161,1963.0
162,1963.0
163,1963.0
164,1963.0
165,1963.0
166,1963.0
167,1963.0
168,1963.0
169,1963.0
170,1963.0
171,1963.0
172,1963.0
173,1963.0
174,1963.0
175,1963.0
176,1963.0
177,1963.0
178,1963.0
179,1963.0
180,1963.0
181,1963.0
182,1963.0
183,1963.0
184,1963.0
185,1963.0
186,1963.0
187,1963.0
188,1963.0
189,1963.0
190,1963.0
191,1963.0
192,1963.0
193,1963.0
194,1963.0
195,1963.0
196,1963.0
197,1963.0
198,1963.0
199,1963.0
200,1963.0
201,1963.0
202,1963.0
203,1963.0
204,1964.0
205,1964.0
206,1964.0
207,1964.0
208,1964.0
209,1964.0
210,1964.0
211,1964.0
212,1964.0
213,1964.0
214,1964.0
215,1964.0
216,1964.0
217,1964.0
218,1964.0
219,1964.0
220,1964.0
221,1964.0
222,1964.0
223,1964.0
224,1964.0
225,1964.0
226,1964.0
227,1964.0
228,1964.0
229,1964.0
230,1964.0
231,1964.0
232,1964.0
233,1964.0
234,1964.0
235,1964.0
236,1964.0
237,1964.0
238,1964.0
239,1964.0
240,1964.0
241,1964.0
242,1964.0
243,1964.0
244,1964.0
245,1964.0
246,1964.0
247,1964.0
248,1964.0
249,1964.0
250,1964.0
251,1964.0
252,1964.0
253,1964.0
254,1964.0
255,1965.0
256,1965.0
257,1965.0
258,1965.0
259,1965.0
260,1965.0
261,1965.0
262,1965.0
263,1965.0
264,1965.0
265,1965.0
266,1965.0
267,1965.0
268,1965.0
269,1965.0
270,1965.0
271,1965.0
272,1965.0
273,1965.0
274,1965.0
275,1965.0
276,1965.0
277,1965.0
278,1965.0
279,1965.0
280,1965.0
281,1965.0
282,1965.0
283,1965.0
284,1965.0
285,1965.0
286,1965.0
287,1965.0
288,1965.0
289,1965.0
290,1965.0
291,1965.0
292,1965.0
293,1965.0
294,1965.0
295,1965.0
296,1965.0
297,1965.0
298,1965.0
299,1965.0
300,1965.0
301,1965.0
302,1965.0
303,1965.0
304,1965.0
305,1965.0
306,1966.0
307,1966.0
308,1966.0
309,1966.0
310,1966.0
311,1966.0
312,1966.0
313,1966.0
314,1966.0
315,1966.0
316,1966.0
317,1966.0
318,1966.0
319,1966.0
320,1966.0
321,1966.0
322,1966.0
323,1966.0
324,1966.0
325,1966.0
326,1966.0
327,1966.0
328,1966.0
329,1966.0
330,1966.0
331,1966.0
332,1966.0
333,1966.0
334,1966.0
335,1966.0
336,1966.0
337,1966.0
338,1966.0
339,1966.0
340,1966.0
341,1966.0
342,1966.0
343,1966.0
344,1966.0
345,1966.0
346,1966.0
347,1966.0
348,1966.0
349,1966.0
350,1966.0
351,1966.0
352,1966.0
353,1966.0
354,1966.0
355,1966.0
356,1966.0
357,1967.0
358,1967.0
359,1967.0
360,1967.0
361,1967.0
362,1967.0
363,1967.0
364,1967.0
365,1967.0
366,1967.0
367,1967.0
368,1967.0
369,1967.0
370,1967.0
371,1967.0
372,1967.0
373,1967.0
374,1967.0
375,1967.0
376,1967.0
377,1967.0
378,1967.0
379,1967.0
380,1967.0
381,1967.0
382,1967.0
383,1967.0
384,1967.0
385,1967.0
386,1967.0
387,1967.0
388,1967.0
389,1967.0
390,1967.0
391,1967.0
392,1967.0
393,1967.0
394,1967.0
395,1967.0
396,1967.0
397,1967.0
398,1967.0
399,1967.0
400,1967.0
401,1967.0
402,1967.0
403,1967.0
404,1967.0
405,1967.0
406,1967.0
407,1967.0
408,1968.0
409,1968.0
410,1968.0
411,1968.0
412,1968.0
413,1968.0
414,1968.0
415,1968.0
416,1968.0
417,1968.0
418,1968.0
419,1968.0
420,1968.0
421,1968.0
422,1968.0
423,1968.0
424,1968.0
425,1968.0
426,1968.0
427,1968.0
428,1968.0
429,1968.0
430,1968.0
431,1968.0
432,1968.0
433,1968.0
434,1968.0
435,1968.0
436,1968.0
437,1968.0
438,1968.0
439,1968.0
440,1968.0
441,1968.0
442,1968.0
443,1968.0
444,1968.0
445,1968.0
446,1968.0
447,1968.0
448,1968.0
449,1968.0
450,1968.0
451,1968.0
452,1968.0
453,1968.0
454,1968.0
455,1968.0
456,1968.0
457,1968.0
458,1968.0
459,1969.0
460,1969.0
461,1969.0
462,1969.0
